organization_name,subdomain,default_time_zone,created_date,status
S LUCK EATING HOUSE (2008) PTE. LTD.,sluck,Asia/Singapore,27/06/2025,Active
Web Pub & Karaoke ,webpub,Asia/Singapore,27/06/2025,Active
Sri Naddi Trader Pte Ltd,srinaddi,Asia/Singapore,27/06/2025,Active
Tan Yong Concepts PTE LTD,tanyongconcepts,Asia/Singapore,26/06/2025,Active
Babycloset.sg,babyclosetsg,Asia/Singapore,26/06/2025,Active
"""Casing Hub Pte Ltd"," Skin Arma """,casinghub,Asia/Singapore,25/06/2025,Active
Dim sum collectives pte ltd,dimsumc,Asia/Singapore,25/06/2025,Active
Swee Leong Eggs Distributor,sweeleongeggs,Asia/Singapore,25/06/2025,Active
Ramiyaas Mini Mart,ramiyaas,Asia/Singapore,24/06/2025,Active
Jannatul Firdaus Pte Ltd,jannatulfirdaus,Asia/Singapore,24/06/2025,Active
ANTEA SOCIAL PTE LTD,anteasocial,Asia/Singapore,24/06/2025,Active
B & S Mini Mart Pte Ltd,bnsminimart,Asia/Singapore,24/06/2025,Active
Al Fattah Pte Ltd,anur,Asia/Singapore,24/06/2025,Active
Dharani's Kitchen Pte Ltd,dharaniskitchen,Asia/Singapore,24/06/2025,Active
Freshness One Pte Ltd,freshnessone,Asia/Singapore,23/06/2025,Active
Walt Technology Group Co. Ltd.,walt,Asia/Singapore,23/06/2025,Active
SJ MINIMART PTE. LTD.,sjminimart,Asia/Singapore,23/06/2025,Active
TAI LEE SENG COMPANY,taileeseng,Asia/Singapore,23/06/2025,Active
Khuxi Pte Ltd,khuxicorner,Asia/Singapore,23/06/2025,Active
Global Collectives,globalcollectives,Asia/Singapore,21/06/2025,Active
PRATA ALLEY PTE. LTD.,prataalley,Asia/Singapore,20/06/2025,Active
Sheng minimart,shengminimart,Asia/Singapore,20/06/2025,Active
C'rius bake cuisine pte ltd,criusbake,Asia/Singapore,20/06/2025,Active
  MOX & LOTUS TCG ,moxnlotus,Asia/Singapore,19/06/2025,Active
Favour Food Holdings Pte Ltd,favourfoodholding,Asia/Singapore,19/06/2025,Active
Shugar Gourmet Pte Ltd,shugargourmet,Asia/Singapore,19/06/2025,Active
Vienna vogue international Pte Ltd,vienna,Asia/Singapore,19/06/2025,Active
STAR BATH ,starbath,Asia/Singapore,19/06/2025,Active
D'Legacy SG,dlegacy,Asia/Singapore,19/06/2025,Active
ZENNGU PTE LTD,zenngu,Asia/Singapore,18/06/2025,Active
AL SYAFIIQ PTE. LTD.,alsyafiiq,Asia/Singapore,17/06/2025,Active
Greenleaf Biotech Global (S) Pte Ltd,greenleafbiotechglobal,Asia/Singapore,17/06/2025,Active
Juicy Refreshment Pte Ltd ,juicyrefreshment,Asia/Singapore,17/06/2025,Active
SGHOCKPRAWNMEE PTE. LTD.,sghockprawnmee,Asia/Singapore,16/06/2025,Active
TTL United PTE LTD,ttl,Asia/Singapore,16/06/2025,Active
ANG MO KIO THYE HUA KWAN HOSPITAL,amkthkh,Asia/Singapore,13/06/2025,Active
Chok Dee Restaurant Pte Ltd,chokdeerestaurant,Asia/Singapore,12/06/2025,Active
O-CHA GROUP PTE. LTD.,ochagroup,Asia/Singapore,12/06/2025,Active
B&S (2017) PTE. LTD. ,bns2017pteltd,Asia/Singapore,11/06/2025,Active
INHOME ENTERPRISE PTE LTD,inhome,Asia/Singapore,11/06/2025,Active
IE PORTINI PTE. LTD.,teatherapy,Asia/Singapore,10/06/2025,Active
90's Telechoice,90telechoice,Asia/Singapore,10/06/2025,Active
Croissant Pte Ltd,croissant,Asia/Singapore,10/06/2025,Active
BRICOLAGE COLLECTIVE PTE. LTD.,bricolage,Asia/Singapore,10/06/2025,Active
BAI SHENG,baisheng,Asia/Singapore,10/06/2025,Active
uMart Private Limited (Beach Road),profitrade,Asia/Singapore,10/06/2025,Active
FUBAO PTE. LTD.,yangguofu,Asia/Singapore,09/06/2025,Active
G House Mart,ghousemart,Asia/Singapore,09/06/2025,Active
MORIMORI YOGASHI PTE. LTD.,morimoriyogashi,Asia/Singapore,09/06/2025,Active
D'LICIOUS F&B PTE. LTD.,dliciousfnb,Asia/Singapore,09/06/2025,Active
KOH KAFFEE PTE. LTD.,kohkaffee,Asia/Singapore,09/06/2025,Active
HAPPY-T PRIVATE LIMITED,happyt,Asia/Singapore,09/06/2025,Active
Duck King II Pte Ltd,duckking,Asia/Singapore,06/06/2025,Active
Pangu (Sg) Pte Ltd ,pangusg,Asia/Singapore,06/06/2025,Active
WONDER BATH AND LIGHTING PTE. LTD.,wonderbath,Asia/Singapore,06/06/2025,Active
Ju Jing Xuan Pte Ltd,jujingxuan,Asia/Singapore,06/06/2025,Active
Corak Clothing Pte Ltd,corak,Asia/Singapore,05/06/2025,Active
TANA DURGA ENTERPRISE PTE LTD,tana,Asia/Singapore,05/06/2025,Active
WILD CRAFTED PTE LTD,yeahgelato,Asia/Singapore,05/06/2025,Active
MAN KOU XIANG STINKY TOFU PTE LTD,mkx,Asia/Singapore,05/06/2025,Active
HONEYCOMB SALON PTE LTD,honeycombsalon,Asia/Singapore,05/06/2025,Active
RADIANCE SUNSHINE PTE LTD,wunderdurian,Asia/Singapore,04/06/2025,Active
Origin badminton & tennis LLP,originbadminton,Asia/Singapore,04/06/2025,Active
Outta Nowhere Pte Ltd,outtanowhere,Asia/Singapore,03/06/2025,Active
Nisha Supermart Pte Ltd,nishasupermark,Asia/Singapore,03/06/2025,Active
THE REEFER PRIVATE LIMITED,thereefer,Asia/Singapore,03/06/2025,Active
LETSWORK PRIVATE LIMITED,letswork,Asia/Singapore,03/06/2025,Active
AIWANG PTE. LTD.,aiwang,Asia/Singapore,02/06/2025,Active
NEW TANGLIN HALT KITCHEN PTE. LTD.,newtanglinhalt,Asia/Singapore,02/06/2025,Active
EIGHTY DEGREES PTE. LTD.,80degree,Asia/Singapore,02/06/2025,Active
Jumbo Street Pte Ltd,jumbostreet,Asia/Singapore,02/06/2025,Active
EXPONENT CHALLENGE TECHNOLOGY ASIA PTE LTD,ecta,Asia/Singapore,02/06/2025,Active
Ampersand 7 Pte Ltd,ampstea,Asia/Singapore,02/06/2025,Active
EMPRESS PORRIDGE PTE LTD,empressporridge,Asia/Singapore,02/06/2025,Active
CASA (S) PTE LTD,casa,Asia/Singapore,02/06/2025,Active
Ace Fruits Golden Pte Ltd,acefruitsgolden,Asia/Singapore,31/05/2025,Active
SEAFE HOLDINGS PTE. LTD.,seafeshop,Asia/Singapore,30/05/2025,Active
CARVERAGE WASH PTE LTD,autoarch,Asia/Singapore,30/05/2025,Active
DEK TCG SHOP PTE. LTD.,dektcgshop,Asia/Singapore,30/05/2025,Active
Suriayani Trading pte. ltd.,suriayani,Asia/Singapore,30/05/2025,Active
ASAM TREE (HG) PTE. LTD.,asamtreehg,Asia/Singapore,30/05/2025,Active
AI PASTRY PTE. LTD.,aipastry,Asia/Singapore,30/05/2025,Active
Durian Dynasty Pte Ltd,duriandynasty,Asia/Singapore,29/05/2025,Active
King Fruits Majesty Pte Ltd,kingfruitsmajesty,Asia/Singapore,29/05/2025,Active
Lexus Durian King Pte Ltd,lexusdurianking,Asia/Singapore,29/05/2025,Active
Lexus Fresh Mart Pte Ltd,lexusfreshmart,Asia/Singapore,29/05/2025,Active
KS Enterprise Pte Ltd,ksenterprise,Asia/Singapore,29/05/2025,Active
Lexus Trading Pte Ltd,lexustrading,Asia/Singapore,29/05/2025,Active
ONLEE CAFE PTE LTD,onleecafesg,Asia/Singapore,29/05/2025,Active
DR LISA PTE LTD,drlisa,Asia/Singapore,29/05/2025,Active
CAPPITECH ENGINEERING PTE LTD,cappitechengineering,Asia/Singapore,28/05/2025,Active
NIPPON HOME PTE LTD,nipponhome,Asia/Singapore,28/05/2025,Active
Strategic Marketing (S) Pte Ltd,stmarketing,Asia/Singapore,28/05/2025,Active
TASTE OF AYAM,tasteofayam,Asia/Singapore,28/05/2025,Active
ROYALE BUBBLE PTE. LTD.,royalebubble,Asia/Singapore,28/05/2025,Active
CHUXE PTE. LTD.,chuxepteltd,Asia/Singapore,28/05/2025,Active
LE LE BING PTE. LTD.,eachacupntu,Asia/Singapore,28/05/2025,Active
AMMANI CATERING PTE. LTD.,ammanicatering,Asia/Singapore,28/05/2025,Active
Ooty Cool Drinks,ooty,Asia/Singapore,28/05/2025,Active
Dolish Nail Spa,dolishnailspa,Asia/Singapore,27/05/2025,Active
Ronin Card,ronincard,Asia/Singapore,27/05/2025,Active
Ying Thai LLP,yingthai,Asia/Singapore,27/05/2025,Active
NOVALAND PTE. LTD.,novaland,Asia/Singapore,26/05/2025,Active
K88 F&B PTE LTD,k88,Asia/Singapore,26/05/2025,Active
AIDE trading ,aide,Asia/Singapore,25/05/2025,Active
33 MART,33mart,Asia/Singapore,23/05/2025,Active
NISHANT INFANT BEAUTY PARLOUR AND HAIR SALON PTE. LTD.,nishantinfant,Asia/Singapore,22/05/2025,Active
THE FAN COMPANY PTE.LTD.,thefancompany,Asia/Singapore,22/05/2025,Active
SL06-48 Pte Ltd,theimperialclub,Asia/Singapore,22/05/2025,Active
KHK Asia Pte. Ltd.,khkasia,Asia/Singapore,21/05/2025,Active
Unique Fabric ,uniquefabric,Asia/Singapore,21/05/2025,Active
Big Value Pte Ltd,bigvalue,Asia/Singapore,21/05/2025,Active
Breadwerks,breadwerkz,Asia/Singapore,21/05/2025,Active
ARC-EN-CIEL DE RÊVES PTE LTD,arcencielsg,Asia/Singapore,21/05/2025,Active
JJ TRADE DEALS PTE. LTD.,jjtradedeals,Asia/Singapore,20/05/2025,Active
SHREDDEDTWINZ PTE. LTD.,shreddedtwinz,Asia/Singapore,20/05/2025,Active
GRILL IT IN,grillitin,Asia/Singapore,19/05/2025,Active
SHANAAZIQ PTE. LTD. ,shanaaziq,Asia/Singapore,19/05/2025,Active
BIG CITY COFFEE HOUSE,bcch,Asia/Singapore,19/05/2025,Active
8385 XIAN EATING HOUSE PTE LTD,83xian,Asia/Singapore,16/05/2025,Active
LEI YUEN EATING HOUSE PTE. LTD.,lyeh,Asia/Singapore,16/05/2025,Active
ICHIBAN THE SPA SG PTE. LTD.,ichibanspa,Asia/Singapore,16/05/2025,Active
JUN BAO,junbao,Asia/Singapore,16/05/2025,Active
SKY LIGHTING LED PTE. LTD.,skylightingled,Asia/Singapore,16/05/2025,Active
DR MART PTE. LTD. ,drmart,Asia/Singapore,16/05/2025,Active
ALTEC AUDIO,altecaudio,Asia/Singapore,16/05/2025,Active
UTOPIA PRESIDIUM PTE. LTD. ,utopiagames,Asia/Singapore,16/05/2025,Active
Young TCM Spa,youngtcmspa,Asia/Singapore,15/05/2025,Active
T&T Tyres Pte. Ltd.,tnttyres,Asia/Singapore,15/05/2025,Active
CHOP AH TAT,chopahtat,Asia/Singapore,15/05/2025,Active
LHC FRUITS PTE LTD,lhcfruits,Asia/Singapore,15/05/2025,Active
JOE'S OUTLETS PTE. LTD.,mbf,Asia/Singapore,15/05/2025,Active
QILE PTE LTD,qile,Asia/Singapore,14/05/2025,Active
IMPERIUM CONCEPTS ASIA PTE. LTD. ,bkkbistro,Asia/Singapore,14/05/2025,Active
Ann Chin Catering Pte Ltd,annchinpopiah,Asia/Singapore,13/05/2025,Active
XIII PARTY BOXX PTE. LTD.,xiiipartyboxx,Asia/Singapore,13/05/2025,Active
DCS Auto Group Pte. Ltd.,dcsauto,Asia/Singapore,13/05/2025,Active
MA CUSINETTE PTE LTD,macuisinette,Asia/Singapore,13/05/2025,Active
CIRO'S & CO,ciros,Asia/Singapore,13/05/2025,Active
HOME SOLUTIONS LLP,homesolutions,Asia/Singapore,13/05/2025,Active
LIGHT-PRO FURNISHINGS PTE LTD,lightpro,Asia/Singapore,13/05/2025,Active
HOBBY SAN PTE. LTD.,zionzhobby,Asia/Singapore,12/05/2025,Active
EGF INTERNATIONAL (SG) CENTRE PRIVATE LIMITED,egfinternationalsgcentre,Asia/Singapore,10/05/2025,Active
Gg Mart Pte Ltd,ggmart,Asia/Singapore,10/05/2025,Active
SPMINIMART PTE. LTD.,spminimart,Asia/Singapore,10/05/2025,Active
Toofus Dental Pte Ltd,toofus,Asia/Singapore,09/05/2025,Active
Kohe Aesthetics and Clear Aligners Dedicated Centre Pte. Ltd. ,kohe,Asia/Singapore,09/05/2025,Active
FISHER & PAYKEL (SINGAPORE) PTE LTD,fisherpaykel,Asia/Singapore,09/05/2025,Active
Foodie Express Pte Ltd,foodieexpress,Asia/Singapore,09/05/2025,Active
CLK INVESTMENT PTE LTD,clk,Asia/Singapore,08/05/2025,Active
Jo Ju Bang,jojubang,Asia/Singapore,08/05/2025,Active
Hong Xing Fruits Pte Ltd ,hongxing,Asia/Singapore,08/05/2025,Active
JINBAO F AND B PTE. LTD. (F&B Full Service),lucky,Asia/Singapore,08/05/2025,Active
DA LUCA PTE LTD.,daluca,Asia/Singapore,07/05/2025,Active
SIN TONG AH PTE LTD,sintongah,Asia/Singapore,07/05/2025,Active
DICKSON ROAD CHICKEN RICE PTE. LTD.,drcr,Asia/Singapore,07/05/2025,Active
PEGASUSX INTERNATIONAL HOLDINGS PTE. LTD.,lunavaepets,Asia/Singapore,06/05/2025,Active
Happy Vibes,happyvibes,Asia/Singapore,06/05/2025,Active
SMARTGEEZ PTE. LTD.,smartgeez,Asia/Singapore,06/05/2025,Active
Sin Ming Enterprise Pte Ltd,mrbladebarber,Asia/Singapore,06/05/2025,Active
EIGHTEEN DEGREES CELSIUS PTE.LTD,18degrees,Asia/Singapore,06/05/2025,Active
FENG WEI SEAFOOD PTE. LTD.,pinwei,Asia/Singapore,03/05/2025,Active
ADMAK PTE. LTD.,lhlsg,Asia/Singapore,02/05/2025,Active
HONG HUAT ELECTRICAL PTE LTD,honghuatelectricalpteltd,Asia/Singapore,02/05/2025,Active
EVERSON ELECTRICAL (S) PTE LTD,eversonelectrical,Asia/Singapore,02/05/2025,Active
Bai Sheng Foodstall,baishengfoodstall,Asia/Singapore,02/05/2025,Active
BEI-ING CO.PTE. LTD.,beiing,Asia/Singapore,02/05/2025,Active
KUKU CHICKEN PTE. LTD.,kukuchicken,Asia/Singapore,01/05/2025,Active
Indian Supermarket Pte Ltd,indiansupermarket,Asia/Singapore,30/04/2025,Active
Towkay Kia Kopi Pte Ltd,towkay,Asia/Singapore,30/04/2025,Active
MANA PRO,manapro,Asia/Singapore,30/04/2025,Active
P & K KITCHEN PTE LTD,pnkkitchen,Asia/Singapore,29/04/2025,Active
Lee Choon Hardware Trading Pte Ltd,leechoonhardware,Asia/Singapore,29/04/2025,Active
JINBAO F & B PTE. LTD.,lahaha,Asia/Singapore,28/04/2025,Active
ARASH LEGACY PTE LTD,arashlegacy,Asia/Singapore,28/04/2025,Active
NBS HARDWARE & HOUSEWARE PTE LTD,nbsgroup,Asia/Singapore,28/04/2025,Active
K&B NONYA KUEH MANUFACTURE PTE.LTD.,knbnonyakuehmanufacturing,Asia/Singapore,28/04/2025,Active
Chinagel Pte Ltd,chinangel,Asia/Singapore,28/04/2025,Active
Suzette International Pte Ltd,suzetteinternational,Asia/Singapore,28/04/2025,Active
BLACK OLIVE,blackolive,Asia/Singapore,28/04/2025,Active
Y.Y Hardware,yyhardware,Asia/Singapore,25/04/2025,Active
Foodie Oasis Pte Ltd,qianlixiang,Asia/Singapore,25/04/2025,Active
Everton Minimart,evertonminimart,Asia/Singapore,24/04/2025,Active
PASSION FOR FOOD PTE LTD,pietro,Asia/Singapore,24/04/2025,Active
LOOKZ PTE. LTD.,lookz,Asia/Singapore,23/04/2025,Active
XIN HAI FEAST PTE LTD ,xinhai,Asia/Singapore,23/04/2025,Active
CHEK KONG MOTOR PTE. LTD,chekkong,Asia/Singapore,22/04/2025,Active
DEPRESSION DESIGNS PTE LTD,depressiondesigns,Asia/Singapore,22/04/2025,Active
QUTTO ENTERPRISE PTE.LTD,quttoenterprise,Asia/Singapore,21/04/2025,Active
NUSTAR PRIVATE LIMITED,nustar,Asia/Singapore,19/04/2025,Active
SALON SCHON,salonschon,Asia/Singapore,17/04/2025,Active
KAIROS HAIR PTE LTD,kairoshair,Asia/Singapore,16/04/2025,Active
GEEZ SOLUTIONS PTE. LTD.,geezsolutionspteltd,Asia/Singapore,15/04/2025,Active
GOGO SNACK,gogosnack,Asia/Singapore,15/04/2025,Active
(Demo) Angeline Pte Ltd ._.+,angelinepteltd,Asia/Singapore,14/04/2025,Active
NECAC PTE. LTD.,sweetdots,Asia/Singapore,14/04/2025,Active
CLASSIC BUTTERFLY PTE LTD,classicbutterfly,Asia/Singapore,11/04/2025,Active
KFY FOODS PTE LTD,karaagetorifuku,Asia/Singapore,10/04/2025,Active
KAH MEE OPTICAL COMPANY,kahmeeoptical,Asia/Singapore,10/04/2025,Active
MANNEQUEEN PTE. LTD.,mannequeen,Asia/Singapore,10/04/2025,Active
HONG FU VEGETABLES & FRUITS PTE LTD,hongfu,Asia/Singapore,10/04/2025,Active
Goodwill Birds Trading,goodwillbirdstrading,Asia/Singapore,09/04/2025,Active
TECK GUAN MINIMART,teckguan,Asia/Singapore,09/04/2025,Active
Citrus By The Pool Pte Ltd,citrusbythepool,Asia/Singapore,08/04/2025,Active
ONLY PTE LTD,only,Asia/Singapore,06/04/2025,Active
NUTECH EQUIPMENT (S) PTE LTD,nutechequipment,Asia/Singapore,05/04/2025,Active
KIM KEAT SATAY FOOD INDUSTRIES,kimkeatsatay,Asia/Singapore,05/04/2025,Active
SIP SIP & SNACK (Soundbox),sipsipsnack,Asia/Singapore,04/04/2025,Active
SHIREE LAKSHMIE STORES,shrieelakshmie,Asia/Singapore,03/04/2025,Active
ENOVA SEVEN PTE. LTD.,avlinebeautysecret,Asia/Singapore,03/04/2025,Active
FONG SENG FAST FOOD NASI LEMAK (1999),fongsengnl,Asia/Singapore,03/04/2025,Active
JIU JIU PTE LTD,jiujiu,Asia/Singapore,03/04/2025,Active
KINE,kine,Asia/Singapore,03/04/2025,Active
AMGD Superfood Restaurant,amgdsuperfood,Asia/Singapore,02/04/2025,Active
AIRSSEN PTE. LTD.,airssen,Asia/Singapore,02/04/2025,Active
(Demo) (INTERNAL USE),nutech,Asia/Singapore,02/04/2025,Active
NASI LEMAK GORENG SG,nasilemakgorengsg,Asia/Singapore,02/04/2025,Active
AG5 PTE LTD,ag5,Asia/Singapore,02/04/2025,Active
Jasmine Artistry Nails,jan,Asia/Singapore,01/04/2025,Active
PIONEER HARDWARE TRADING PTE. LTD.,pioneer,Asia/Singapore,01/04/2025,Active
LIM ONG MART PTE LTD,303everydaymart,Asia/Singapore,01/04/2025,Active
YAN PALACE BIRD'S NEST (S) PTE. LTD.,yanpalace,Asia/Singapore,27/03/2025,Active
THE NEIGHBOURWOK,theneighbourwok,Asia/Singapore,27/03/2025,Active
PTCL INTERNATIONAL PTE LTD,mlcfernvale,Asia/Singapore,27/03/2025,Active
JUN’S BUTCHERY PTE LTD,junsbutchery,Asia/Singapore,25/03/2025,Active
ZION GROUPS LLP,zion,Asia/Singapore,21/03/2025,Active
ENJOY & EAT PTE. LTD.,joytogo,Asia/Singapore,21/03/2025,Active
NJOYZ2EAT (Demo),enjoyandeat,Asia/Singapore,20/03/2025,Active
KIM POH FISHHEAD STEAMBOAT PTE LTD,kimpoh,Asia/Singapore,20/03/2025,Active
WANG WANG MINIMART LLP,wangwang,Asia/Singapore,20/03/2025,Active
EZ HOME PRODUCTS PTE LTD,ezhomebl,Asia/Singapore,20/03/2025,Active
STAR MOON ENTERPRISE PTE. LTD.,starmoon,Asia/Singapore,19/03/2025,Active
GF Capital Pte Ltd,gfcapital,Asia/Singapore,18/03/2025,Active
YK CAFE,ykcafe,Asia/Singapore,18/03/2025,Active
CHASHAN SONG (SINGAPORE) PTE LTD,chashansong,Asia/Singapore,18/03/2025,Active
CN CANVAS PTE. LTD.,riverfront,Asia/Singapore,18/03/2025,Active
Kun Enterprise Pte Ltd,kunenterprise,Asia/Singapore,17/03/2025,Active
DUELLERS POINT PTE LTD,duellerspoint,Asia/Singapore,16/03/2025,Active
FLAGSHIP GAMES,flagshipgames,Asia/Singapore,14/03/2025,Active
CAPITAL MARKETING (S) PTE. LTD.,cms,Asia/Singapore,14/03/2025,Active
LAO SIN KIAN CHOON PTE LTD,lskc,Asia/Singapore,13/03/2025,Active
CALEO SALON PRIVATE LIMITED,caleosalon,Asia/Singapore,12/03/2025,Active
IDEA ENTERTAINMENT ASIA PTE. LTD.,ime,Asia/Singapore,12/03/2025,Active
DOPAMINE GEMS PTE LTD,dopaminegems,Asia/Singapore,12/03/2025,Active
SINGAPORE ASSOCIATION FOR MENTAL HEALTH,samh,Asia/Singapore,11/03/2025,Active
THE NURSERY (SINGAPORE) PTE. LTD.,thenursery,Asia/Singapore,10/03/2025,Active
XY POLARIS TRADING,xypolaristrading,Asia/Singapore,10/03/2025,Active
LOKA LOKA,lokaloka,Asia/Singapore,07/03/2025,Active
ANT Group,antgroup,Asia/Singapore,07/03/2025,Active
Foodie Hub Pte Ltd,foodiehub,Asia/Singapore,06/03/2025,Active
YU ER FASHION PTE LTD,yuer,Asia/Singapore,06/03/2025,Active
Saffrons Restaurant Pte Ltd,srpl,Asia/Singapore,06/03/2025,Active
SANITON CERAMIC PTE LTD,sanitonceramic,Asia/Singapore,06/03/2025,Active
LI XING FOODSTUFF,lixing,Asia/Singapore,05/03/2025,Active
NE ASIA PRODUCTS PTE LTD,neasiaproducts,Asia/Singapore,04/03/2025,Active
TWIN CITY AIR-CONDITIONING ENGRG,twincity,Asia/Singapore,04/03/2025,Active
AJMIR STORE PTE. LTD.,ajmirstore,Asia/Singapore,04/03/2025,Active
FAIZAH APPARELS,faizahapparels,Asia/Singapore,03/03/2025,Active
LUSANO PTE. LTD.,lusano,Asia/Singapore,03/03/2025,Active
ONE SMAZH PTE LTD,onesmazh,Asia/Singapore,03/03/2025,Active
FEI QIAN TRADING,feiqian,Asia/Singapore,02/03/2025,Active
BM Smile Singapore PTE. LTD.,bmsmile,Asia/Singapore,02/03/2025,Active
FU WAH DEPARTMENT STORE,fuwah,Asia/Singapore,02/03/2025,Active
CFP GLOBAL HOLDINGS PTE LTD,enishi,Asia/Singapore,27/02/2025,Active
FIRST STOP KITCHEN PTE LTD,starkitchen,Asia/Singapore,27/02/2025,Active
FORM & FUNCTIONS SUPPLIES PTE. LTD ,formandfunction,Asia/Singapore,25/02/2025,Active
CAMILLE FASHION PTE. LTD.,camillefashion,Asia/Singapore,24/02/2025,Active
SUN SPICERY PTE. LTD.,sunspicery,Asia/Singapore,24/02/2025,Active
PINE GREEN SERVICES PTE. LTD.,pinegreenservices,Asia/Singapore,24/02/2025,Active
ASPIRE LIGHTINGS PTE. LTD.,aspirelightings,Asia/Singapore,23/02/2025,Active
JELITA GOURMET PTE LTD,jelitagourmet,Asia/Singapore,21/02/2025,Active
ALTITUDE ARENA PTE. LTD.,altitudearena,Asia/Singapore,20/02/2025,Active
NONIE BUDDHIST LANDSCAPE,noniebuddhist,Asia/Singapore,19/02/2025,Active
HUA GE PTE. LTD. ,huage,Asia/Singapore,18/02/2025,Active
NAKSHATRA BEAUTY & SPA PTE. LTD.,nakshatrabeautynspapteltd,Asia/Singapore,18/02/2025,Active
D'SENSES AESTHETICS PTE. LTD.,dsenses,Asia/Singapore,18/02/2025,Active
BIG JOURNEY PTE LTD,bigjourney,Asia/Singapore,17/02/2025,Active
THE POTATO HEROS PTE LTD,tphs,Asia/Singapore,12/02/2025,Active
EZ HOME PRODUCTS PTE. LTD.,ezhomens,Asia/Singapore,12/02/2025,Active
DRAGONFLY PTE LTD,dragonfly,Asia/Singapore,12/02/2025,Active
Auntie Say Traditional (Home-Made) Pau & Tim Sum,auntiesayhomemadepau,Asia/Singapore,11/02/2025,Active
AQUAMARIN AQUATIC PETS ,aquamarin,Asia/Singapore,11/02/2025,Active
OM MURUGA IMPEX PTE LTD,aahafresh,Asia/Singapore,11/02/2025,Active
(NOT IN USE),auntysaytraditonalhomemadepautimsum,Asia/Singapore,09/02/2025,Active
SHAN FOOK TONG TEMPLE,shanfooktong,Asia/Singapore,09/02/2025,Active
U SIN AIR-CONDITIONING PTE. LTD.,usin,Asia/Singapore,09/02/2025,Active
SUPER Q FOOD SERVICES PTE. LTD.,superqfood,Asia/Singapore,09/02/2025,Active
EAS MARKETING PTE. LTD.,easmarketing,Asia/Singapore,06/02/2025,Active
HERITAGE BATHROOM GALLERY PTE. LTD.,heritagebathroomgallery,Asia/Singapore,05/02/2025,Active
ELSIE DEPARTMENTAL STORE,elsiedepartmental,Asia/Singapore,04/02/2025,Active
MEDICONSULT ASIA PTE. LTD.,mediconsultasia,Asia/Singapore,03/02/2025,Active
SM CAFE PTE. LTD.,smcafe,Asia/Singapore,02/02/2025,Active
CUPPAFIELD PTE. LTD.,cuppafield,Asia/Singapore,28/01/2025,Active
EDEN LOFT SG PTE. LTD.,paradisebiryanisg,Asia/Singapore,28/01/2025,Active
VERDANTOPIA PTE. LTD.,verdantopia,Asia/Singapore,27/01/2025,Active
TALENT INTERNATIONAL CONSULTANCY PTE LTD,taobuy,Asia/Singapore,27/01/2025,Active
ASM FROZEN FOOD PTE. LTD.,asmfrozen,Asia/Singapore,27/01/2025,Active
SUNNY NAILS PTE LTD,sunnynails,Asia/Singapore,24/01/2025,Active
SHANG SHANG JIA MINIMART PTE LTD,ssjiamart,Asia/Singapore,23/01/2025,Active
SARI RASA,sarirasa,Asia/Singapore,22/01/2025,Active
TRIGGERED GAMES PTE. LTD.,triggeredgames,Asia/Singapore,21/01/2025,Active
MIMIMART PTE. LTD.,mimimart,Asia/Singapore,20/01/2025,Active
(Demo) Delivery Test,chiawei,Asia/Singapore,20/01/2025,Active
PCG CAFETERIA PTE. LTD.,pcgcafeteria,Asia/Singapore,20/01/2025,Active
LATIFF & SONS MEAT SUPPLY PTE LTD,latiffandsonsmeatsupply,Asia/Singapore,20/01/2025,Active
CDP INVESTMENT HOLDINGS PTE. LTD.,kukaiorchard,Asia/Singapore,16/01/2025,Active
SAFFRONFOODS & CONSULTANTS PTE LTD,saffronfoods,Asia/Singapore,16/01/2025,Active
SWEET FRAGRANCE HAINANESE DESSERTS PTE LTD,tianxindesserts,Asia/Singapore,15/01/2025,Active
SMART99 PTE. LTD.,smart99,Asia/Singapore,15/01/2025,Active
BRIGHT OPTIQUE,brightoptique,Asia/Singapore,14/01/2025,Active
MIRACLE ONE SALON,miracleonesalon,Asia/Singapore,13/01/2025,Active
FESTA FOOD PTE. LTD.,lemongrassfoodie,Asia/Singapore,13/01/2025,Active
CKW Products Pte Ltd,ckwproducts,Asia/Singapore,13/01/2025,Active
(Demo) GH-Testing,ghtesting,Asia/Singapore,13/01/2025,Active
The Raw Nama Pte Ltd,rawnama,Asia/Singapore,11/01/2025,Active
LOK LOK DYNASTY (AMK) PTE LTD,loklokdynastyamk,Asia/Singapore,09/01/2025,Active
Sixth Avenue Pte Ltd,sixthavenue,Asia/Singapore,09/01/2025,Active
TEAM MEET PTE LTD,meetwinebar,Asia/Singapore,08/01/2025,Active
DKSH South East Asia Pte Ltd,dkshlamy,Asia/Singapore,07/01/2025,Active
D.R.E.A.M. CAFE & CENTRE PTE LTD,dreamcc,Asia/Singapore,07/01/2025,Active
Biteman Group Pte. Ltd.,bitemangroup,Asia/Singapore,07/01/2025,Active
Kim Huat Refrigeration and Electrical Pte Ltd,khrae,Asia/Singapore,06/01/2025,Active
Quinn's Millenia Pte Ltd,quinnsmillenia,Asia/Singapore,06/01/2025,Active
JOE'S TAILORING AND FASHION DESIGN,joestailoring,Asia/Singapore,06/01/2025,Active
BEEFBIZ PTE LTD,beefbiz,Asia/Singapore,05/01/2025,Active
HOLYCRAB PTE. LTD. ,holycrab,Asia/Singapore,05/01/2025,Active
EG COFFEE LLP,egcoffee,Asia/Singapore,04/01/2025,Active
