company_name,address,email,phone,website,license_id,license_type
COMET HOLIDAYS PTE. LTD.,26 Paya Lebar Place CAIFU VIEW SINGAPORE 536006,cometholidays2020@gmail.com,+6565383181,,TA02972,General
COMFORT CAPTURE PTE. LTD.,60 PAYA LEBAR ROAD #06-28 PAYA LEBAR SQUARE SINGAPORE 409051,admin@comfortcapture.com,+6589285630,,TA03958,General
COMMONWEALTH TRAVEL SERVICE CORPORATION PTE LTD,101 UPPER CROSS STREET #02-67 PEOPLE'S PARK CENTRE SINGAPORE 058357,salessupport@ctc.com.sg,+6565350001,https://www.ctc.com.sg,TA00704,General
COMPASS TRAVEL & TOUR PTE. LTD.,39 WOODLANDS CLOSE #08-41 MEGA@WOODLANDS SINGAPORE 737856,admin@compasstnt.com,+6562653166,https://www.compasstnt.com,TA02074,General
COMPLETE ACCESS INTERNATIONAL,59C Geylang Bahru #13-3317 SINGAPORE 332059,completeaccessintl@holylandspecialist.com,+6597901759,https://www.holylandspecialist.com,TA03685,General
CONCEPTS GOLF MANAGEMENT PTE. LTD.,3791 JALAN BUKIT MERAH #07-12 E-CENTRE @ REDHILL SINGAPORE 159471,eric@conceptsgolf.com,+6562271161,,TA01162,General
CONNECTION PLUS PTE. LTD.,105 CECIL STREET #13-01 THE OCTAGON SINGAPORE 069534,mail@connectionplus.ru,+6531575590,https://www.connectionplus.ru,TA02967,General
CONNECTIVE JOURNEY PTE. LTD.,531 UPPER CROSS STREET #04-51 HONG LIM COMPLEX SINGAPORE 050531,enquiry@connectivejy.com,+6589170012,,TA03950,General
CONTINENTAL TRAVEL SINGAPORE PTE. LTD.,343 BELGRAVIA DRIVE BELGRAVIA GREEN SINGAPORE 804350,cts@continentaltravel.com.sg,+6582823569,,TA02102,General
CORIAN PTE. LTD.,204 JALAN BESAR SINGAPORE 208890,bruce7832@hotmail.com,+6581897832,,TA03687,General
CORPORATE TRAVEL MANAGEMENT (S) PTE. LTD.,30 RAFFLES PLACE #08-01 30 RAFFLES PLACE SINGAPORE 048622,sg.admin@travelctm.com,+6564166716,https://www.travelctm.asia,TA00475,General
CORPORATE TRAVEL SERVICES PTE LTD,101 THOMSON ROAD #24-00 UNITED SQUARE SINGAPORE 307591,marketing@corporate.com.sg,+6563955333,https://www.corporate.com.sg,TA00761,General
COSMO HOLIDAYS PTE. LTD.,316B Punggol Way #09-713 WATERWAY CASCADIA SINGAPORE 822316,cosmo.sg@outlook.com,+6565341588,,TA01714,General
DEKS AIR TRAVEL & TOURS PTE. LTD.,300 BEACH ROAD #13-05A THE CONCOURSE SINGAPORE 199555,deks@deksair.com.sg,+6563388188,https://www.deksair.com,TA01686,General
DESARU FRUIT FARM TOUR & TRAVEL,30 CHANGI FERRY ROAD SINGAPORE 499675,sales@desaruff.com,+6582870818,,TA01510,General
DESTINATION ASIA (SINGAPORE) PTE. LTD.,8 UBI ROAD 2 #08-29/30/31/32/33 ZERVEX SINGAPORE 408538,singapore@destination-asia.com,+6568875508,https://www.destination-asia.com,TA02027,General
DESTINATION SERVICES SINGAPORE PTE. LTD.,230 VICTORIA STREET #15-01/08 BUGIS JUNCTION TOWERS SINGAPORE 188024,singapore.ops@intercruises.com,+6565923608,https://www.intercruises.com,TA02725,General
DHAKA TRAVEL & TOURS PTE. LTD.,4 DESKER ROAD SINGAPORE 209550,dhakatravel772@gmail.com,+6562924426,,TA02921,General
DHP TRAVEL PTE. LTD.,39 WOODLANDS CLOSE #08-09 MEGA@WOODLANDS SINGAPORE 737856,enquiry@dhptravel.com.sg,+6580304542,https://www.dhptravel.com.sg,TA03353,General
DIAMOND COACH SINGAPORE PTE. LTD.,80 CHANGI ROAD #02-70 CENTROPOD @ CHANGI SINGAPORE 419715,booking@diamondcoach.com.sg,+6591508771,,TA03236,General
DIAMOND TOURS & TRAVELS PTE. LTD.,488 SIMS AVENUE #02-00 SINGAPORE 387560,dtt.irene@gmail.com,+6562355050,,TA02500,General
DIDATRAVEL TECHNOLOGY SINGAPORE PTE. LTD.,15 BEACH ROAD #03-145 BEACH CENTRE SINGAPORE 189677,legal@didatravel.com,+6590075584,,TA03537,General
DIMENSIONS TRAVEL & STUDY TOUR PTE. LTD.,101 UPPER CROSS STREET #04-25 PEOPLE'S PARK CENTRE SINGAPORE 058357,studytour@dimensions.edu.sg,+6567358080,https://www.studytour.com.sg,TA01967,General
DISCOVER BALI APAC PTE. LTD.,35 SENANG CRESCENT #02-00 SINGAPORE 416605,info@discoverbali.biz,+6589563290,,TA03886,General
DISCOVER THE WORLD MARKETING PTE LTD,180B BENCOOLEN STREET #05-01 THE BENCOOLEN SINGAPORE 189648,info.sg@discovertheworld.com,+6568849119,,TA00687,General
DIVE GAIA PTE. LTD.,200 JALAN SULTAN  #15-06 TEXTILE CENTRE SINGAPORE 199018,ask@divegaia.com,+6562990232,https://www.divegaia.com,TA02929,General
DIVINE INTERNATIONAL EXPLORE & TREKS (S) PTE. LTD.,2B SIMON LANE #04-11 BLISS@KOVAN SINGAPORE 546019,contact@divineexplore.com,+6564980294,https://www.divineexplore.com,TA01728,General
DMC CONNECT PTE. LTD.,230C TAMPINES STREET 24 #10-13 SINGAPORE 526230,info@dmcconnect.com,+6564027270,https://www.dmcconnect.com,TA03536,General
DMC WORLD (PTE. LTD.),201D TAMPINES STREET 21 #01-1139   SINGAPORE 524201,annie.toh@surecatch.com.sg,+6567433628,,TA03156,General
DOIT.SG PTE. LTD.,18 CANTONMENT CLOSE #04-63 CANTONMENT TOWERS SINGAPORE 080018,info@doit.tours,+6588458154,,TA03949N,Niche
DRAGON CRUISES PTE. LTD.,"457 MACPHERSON ROAD DA VINCI, LEVEL 4 SINGAPORE 368175",m@dgcruises.com,+6563836333,,TA03980,General
DRAGONET PTE. LTD.,10 ANSON ROAD #16-01E INTERNATIONAL PLAZA SINGAPORE 079903,dragonet822@gmail.com,+6563711577,,TA03674,General
DREAM DRAGON INTERNATIONAL TRAVEL PTE. LTD.,60 PAYA LEBAR ROAD #07-54 PAYA LEBAR SQUARE SINGAPORE 409051,dreamdragontravel@gmail.com,+6582899929,,TA03796,General
DREAM HOLIDAYS DMC PTE. LTD.,"44 SUMANG WALK,  #17-48 PIERMONT GRAND SINGAPORE 828627",rathinagiri@hotmail.com,+6592733432,,TA03560,General
DREAM VALLEY PTE. LTD.,36 CARPENTER STREET #02-01 CARPENTER HAUS SINGAPORE 059915,dreamvalleydestination@gmail.com,+6593419260,,TA03794,General
DREAM WORLD TRAVEL PTE. LTD.,111 NORTH BRIDGE ROAD #07-26 PENINSULA PLAZA SINGAPORE 179098,contact@holidaydreamworld.com,+6564923852,https://www.holidaydreamworld.com,TA02328,General
DREAMCATION CRUISES AND TOURS PTE. LTD.,12 WOODLANDS SQUARE #11-78 WOODS SQUARE SINGAPORE 737715,admin@dreamcation.com.sg,+6565132627,https://www.dreamcation.com.sg,TA03124,General
DRUK ASIA PRIVATE LIMITED,60 ALBERT STREET #12-03 OG ALBERT COMPLEX SINGAPORE 189969,hello@drukasia.com,+6587679939,https://www.DrukAsia.com,TA01908,General
DTH TRAVEL PTE. LTD.,51 BRAS BASAH ROAD #06-01 LAZADA ONE SINGAPORE 189554,info@sg.dth.travel,+6567377885,https://www.dth.travel,TA01846,General
DUNLOP AIR TRAVEL PTE. LTD.,58 DUNLOP STREET SINGAPORE 209388,airtravelsdunlop@gmail.com,+6594819925,,TA03612,General
DUO FOOTPRINTS LLP,7 JALAN SELANTING JURONG PARK SINGAPORE 598371,duofootprints@gmail.com,+6583737046,,TA03915,General
DYNAMIC TRAVEL GROUP PTE. LTD.,307B ANCHORVALE ROAD #12-46 SINGAPORE 542307,admin@dynamictravelgrp.com,+6569931311,,TA03896,General
DYNASTY TRAVEL INTERNATIONAL PTE LTD,56 DUXTON ROAD SINGAPORE 089520,enquiries@dynastytravel.com.sg,+6563384455,https://www.dynastytravel.com.sg,TA00371,General
EF SUPPORT SERVICES PTE. LTD.,15 CARPENTER STREET   SINGAPORE 059904,singapore@ef.com,+6568344610,,TA02874,General
EGENCIA SINGAPORE PTE. LTD.,80 Bendemeer Road #08-02   SINGAPORE 339949,gbtsg@amexgbt.com,+6569398445,,TA02798,General
EL-HIJRAH TRAVEL PTE. LTD.,1 YISHUN INDUSTRIAL STREET 1 #03-03 A'POSH BIZHUB SINGAPORE 768160,enquiry@elhijrah.sg,+6596533317,,TA03657,General
EL-ZAHRA TRAVEL & SERVICES PTE. LTD.,116 CHANGI ROAD #04-08 WIS@CHANGI SINGAPORE 419718,admin@elzahra.sg,+6585118292,,TA03904,General
ELLUXION TRAVEL SINGAPORE PTE. LTD.,55 AYER RAJAH CRESCENT #02-08 SINGAPORE 139949,jeff.kwok@azgotrip.com,+6588156207,,TA03706,General
EMBASSY ALLIANCE TRAVEL PTE. LTD.,50 RAFFLES PLACE #30-50 HSBC RAFFLES PLACE BRANCH SINGAPORE 048623,bdd.singapore@embassyalliance.com,+6564383538,https://www.embassyalliance.ru,TA02106,General
EMERGING TRAVEL ASIA PTE. LTD.,300  Tampines Avenue 5 #09-02 Tampines Junction SINGAPORE 529653,singapore@emergingtravel.com,+6566795630,https://www.ratehawk.com/,TA03682,General
ENCHANT EXPERIENCE PTE. LTD.,3 SHENTON WAY #24-05 SHENTON HOUSE SINGAPORE 068805,info@enchantxp.com,+6593845041,,TA03618,General
ENCOUNTERS PTE. LTD.,10 ANSON ROAD #06-08/09 INTERNATIONAL PLAZA SINGAPORE 079903,support@pelago.co,+6589522153,https://www.pelago.com,TA03351,General
ENERGIA GLOBAL TRAVEL PTE. LTD.,1 MARINA BOULEVARD #17-01 ONE MARINE BOUVELARD SINGAPORE 018989,sales@energiatravel.com,+6562207291,,TA03327,General
ENG SENG TRAVEL SERVICE PTE LTD,101 UPPER CROSS STREET #03-56 PEOPLE'S PARK CENTRE SINGAPORE 058357,engsengtvl@singnet.com.sg,+6565326988,,TA00446,General
ENJOY YOUR HOLIDAY TRAVEL & TOURS PTE. LTD.,60 PAYA LEBAR ROAD #06-28 PAYA LEBAR SQUARE SINGAPORE 409051,enjoyyourholiday@yahoo.com,+6590235774,https://www.enjoyyourholiday.com.sg,TA01978,General
EPIC TRAVEL DESIGNER,327 HOUGANG AVENUE 5 #03-154   SINGAPORE 530327,info@epictraveldesigner.com.sg,+6564890679,https://www.epictraveldesigner.com.sg,TA02538,General
EQUATORIAL HOLIDAYS PTE. LTD.,533 BUKIT BATOK STREET 51 #04-164   SINGAPORE 650533,equatorialholidays@gmail.com,+6598698777,,TA03421,General
EQUESTZ PTE. LTD.,85 PUNGGOL CENTRAL #01-01 SINGAPORE 828726,concierge@equestz.com,+6583830544,,TA03432,General
E HOLIDAYS PTE. LTD.,91 BENCOOLEN STREET #01-26 SUNSHINE PLAZA SINGAPORE 189652,eholidays@pacific.net.sg,+6563383588,,TA01303,General
E LINK BUSINESS SINGAPORE PTE. LTD.,10 CHOA CHU KANG GROVE #01-22 SOL ACRES SINGAPORE 688207,elinkbusiness@gmail.com,+6598397075,https://www.elinktravel.com,TA02262,General
EASEMYTRIP SG PTE. LTD.,60  PAYA LEBAR ROAD  #07-54 PAYA LEBAR SQUARE SINGAPORE 409051,contracts@singaporearrival.com,+6580653981,,TA02825,General
EAST WEST PLANNERS PTE. LTD.,3 FRASER STREET #08-21 DUO TOWER SINGAPORE 189352,info@eastwestplanners.com,+6562388488,https://www.eastwestplanners.com,TA02327,General
EASTERN HOLIDAY SINGAPORE PTE. LTD.,48 JALAN ISNIN  THOMSON GARDEN ESTATE SINGAPORE 577984,geccwilliam@gmail.com,+6591996133,,TA01092,General
EASTWOOD ALLIANCE TRAVEL & SERVICES,151 TAMPINES STREET 12 #01-02 TAMPINES PARK SINGAPORE 521151,sales@eastwoodtravel.com,+6562925565,https://eastwoodtravel.com,TA02051,General
EASY TRAVEL & TOURS PTE. LTD.,970 GEYLANG ROAD #02-03  (ROOM 1A) TRISTAR COMPLEX SINGAPORE 423492,info@easytravel.sg,+6562552878,,TA03777,General
EASY-FLY TRAVEL PTE. LTD.,16 KALLANG PLACE #04-05 SINGAPORE 339156,accounts@easyflytravel.sg,+6567461157,https://easyflytravelsg.com/,TA02186,General
EASYBOOK (SG) PTE. LTD,6 RAFFLES BOULEVARD #03-308 MARINA SQUARE SINGAPORE 039594,william.lee@easybook.com,+6598410718,,TA03541,General
ECOFIELDTRIPS PTE. LTD.,1 PAYA LEBAR LINK #04-01 PAYA LEBAR QUARTER SINGAPORE 408533,info@ecofieldtrips.com,+6590171373,https://www.ecofieldtrips.com,TA02332,General
ECON HOLIDAYS PTE LTD,549 JURONG WEST STREET 42 #04-205   SINGAPORE 640549,econtours@gmail.com,+6562613218,,TA00504,General
EDA TRAVEL (S) PTE. LTD.,2 HAVELOCK ROAD #07-14 HAVELOCK2 SINGAPORE 059763,info@edatravel.com.sg,+6565320938,,TA03591,General
EDN MEDIA PTE. LTD.,18 BOON LAY WAY #05-112 TRADEHUB 21 SINGAPORE 609966,ednmedia@singnet.com.sg,+6565669969,https://www.edntours.sg/,TA01438,General
EDUCATIONAL BOOKINGS AND MANAGEMENT,2 BUKIT AYER MOLEK SWISS CLUB PARK SINGAPORE 589697,info@loola.net,+6567646496,https://www.loola.net,TA01461,General
EDVENTURE HONORS PTE. LTD.,159 SIN MING ROAD #05-04 AMTECH BUILDING SINGAPORE 575625,admin@edventure-honors.com,+6568730803,https://Edventure-Honors.com,TA03356,General
EXPLORER BEAR PRIVATE LIMITED,68 KAKI BUKIT AVENUE 6 #01-02   SINGAPORE 417896,explorerbearsg@gmail.com,+6597969910,,TA02442,General
EZ TRAVEL & TOURS PTE. LTD.,215 TAMPINES STREET 23 #05-61 SINGAPORE 520215,mohd.gazali@eztravelpl.com,+6590675191,,TA02968,General
FAIR TRAVEL & TRADING PTE. LTD.,55 CHANGI ROAD #02-10 MILLAGE SINGAPORE 419709,info@fairtravelsg.com,+6590213705,https://www.fairtravelsg.com/,TA02835,General
FAIRPRICE TRAVEL & TOURS PTE. LTD.,1 PARK ROAD #03-17 PEOPLE'S PARK COMPLEX SINGAPORE 059108,info@fairpricetravel.com.sg,+6562300228,,TA03654,General
FAIRPRICE TRAVEL PTE. LTD.,1 PARK ROAD #03-17 PEOPLE'S PARK COMPLEX SINGAPORE 059108,lawrence@fairpricetravel.com,+6565387778,,TA01471,General
FAITH TOURS & TRAVEL PTE LTD,50 EAST COAST ROAD #02-01/02 ROXY SQUARE SINGAPORE 428769,faithtours@faithtours.com,+6563482722,,TA00639,General
FAR EAST ALLIANCE PTE. LTD.,6 BATTERY ROAD #19-02B   SINGAPORE 049909,info@fareastalliance.com,+6565349948,,TA02204,General
FAR EAST DMC PTE. LTD.,406A FERNVALE ROAD #10-35 SINGAPORE 791406,yogi@fareastdmc.com,+6591152786,,TA03801,General
FARMOSA HOLIDAY TOUR (S) PTE LTD,101 UPPER CROSS STREET #B1-18A PEOPLE'S PARK CENTRE SINGAPORE 058357,doreen@farmosa.com.sg,+6565341133,https://www.farmosa.com.sg,TA00426,General
FASTERMYTRIP PTE. LTD.,135 MIDDLE ROAD #01-13 BYLANDS BUILDING SINGAPORE 188975,support@fastermytrip.com,+6586867014,,TA03750,General
FAYYAZ TRAVELS PTE LTD,435 ORCHARD ROAD #11-	00 WISMA ATRIA SINGAPORE 238877,muhammad@fayyaztravels.com,+6562352900,https://www.fayyaztravels.com,TA03463,General
FCM SINGAPORE PTE. LTD.,30 CECIL STREET #22-01/08 PRUDENTIAL TOWER SINGAPORE 049712,contactus@fcm.asia,+6565934488,https://www.fcm.travel,TA00046,General
FENMING TRAVEL PTE. LTD.,111 SOMERSET ROAD #03-09 TRIPLEONE SOMERSET SINGAPORE 238164,greece@aegeandreams.com.sg,+6569566111,,TA03235,General
FIESTA SINGAPORE TRAVELS,6 UPPER SERANGOON CRESCENT #14-13 RIVERSAILS SINGAPORE 534033,info@fiestasingaporetravels.com,+6598895410,https://www.fiestasingaporetravels.com,TA03308,General
FIL AIR TRAVEL & TOURS PTE. LTD.,304 ORCHARD ROAD #03-58 LUCKY PLAZA SINGAPORE 238863,filairtravel_tours@yahoo.com.sg,+6562356080,,TA01176,General
FRONTIER WORKZ PTE. LTD.,572B WOODLANDS AVENUE 1 #02-834 CHAMPIONS COURT SINGAPORE 732572,enquiry@fwz.com.sg,+6588052985,,TA03937,General
FULLINK TRAVEL PTE. LTD.,101 UPPER CROSS STREET #03-72 PEOPLE'S PARK CENTRE SINGAPORE 058357,sales@fullinktravel.com.sg,+6563335333,,TA01935,General
FUR AWAY JOURNEY PTE. LTD.,540 SIMS AVENUE #03-05 SIMS AVENUE CENTRE SINGAPORE 387603,info@furawayjourney.com,+6580855972,,TA03873,General
FURSA TRAVEL PTE. LTD.,1 YISHUN INDUSTRIAL STREET 1 #07-30 (ROOM 4) A'POSH BIZHUB SINGAPORE 768160,fursa@fursatravel.com,+6584925590,,TA03844,General
G K TRAVEL PTE. LTD.,5 BUANGKOK GREEN #08-04 HOUGANG GREEN SINGAPORE 539748,gktravelpteltd@gmail.com,+6590257976,,TA02960,General
GALAXY HOLIDAYS PTE. LTD.,21 WOODLANDS CLOSE #06-31 PRIMZ BIZHUB SINGAPORE 737854,sales@galaxysingapore.com,+6591578628,https://www.galaxysingapore.com,TA01781,General
GALAXY ONE PTE. LTD.,138 ROBINSON ROAD #24-01 OXLEY TOWER SINGAPORE 068906,support@globalvisacorp.com,+6562406842,https://www.globalvisacorp.com,TA03217,General
GANESH TRAVEL SERVICE PTE LTD,226 BISHAN STREET 23 #07-95 SINGAPORE 570226,ganesh19@singnet.com.sg,+6598336056,,TA00225,General
GARDEN HOLIDAYS PTE. LTD.,431 BUKIT PANJANG RING ROAD #12-685 SINGAPORE 670431,gardenholidays16@gmail.com,+6566733513,,TA03047,General
GATEWAY GROUP HOLDINGS PTE. LTD.,25B JALAN MEMBINA #03-126 MEMBINA COURT SINGAPORE 164025,cho_monoo@yahoo.com,+6596484119,,TA02994,General
GE TRAVEL PTE. LTD.,1 PARK ROAD #02-99 PEOPLE'S PARK COMPLEX SINGAPORE 059108,admin@getravel.sg,+6565368368,,TA02104,General
GEM VACATION & TRAVEL PTE. LTD.,310A ANCHORVALE ROAD #02-27 ANCHORVALE VISTA SINGAPORE 541310,info@gemvacation.com,+6562350298,https://www.gemvacation.com,TA02871,General
GENESIS YOEKI HOLDINGS PTE. LTD.,1 MARSILING DRIVE #11-67 MARSILING SPRING SINGAPORE 730001,go@genesistravel.sg,+6596232444,https://www.genesistravel.sg,TA02662,General
GENTLE EARTH TRAVEL PTE. LTD.,149A TOWNER ROAD #18-21 TOWNER CREST SINGAPORE 321149,gentleearthtravel@gmail.com,+6589770128,,TA03998,General
GET MANAGEMENT PTE. LTD.,5 PUNGGOL FIELD WALK #17-09 FLO RESIDENCE SINGAPORE 828741,eve@getm.sg,+6562802224,https://www.getm.sg,TA01878,General
FIRST LIGHT TOURS AND TRAVEL PTE. LTD.,60 PAYA LEBAR ROAD #07-54 SINGAPORE 409051,hello@firstlighttoursg.com,+6565220889,,TA03736,General
FISH2GO PTE. LTD.,504 WOODLANDS DRIVE 14 #10-138 HDB-WOODLANDS SINGAPORE 730504,sales@yachtcruisesg.com,+6592313939,https://www.yachtcruisesg.com,TA03181,General
FLAMINGO ENTERPRISE PTE. LTD.,1 MARITIME SQUARE #10-32 HARBOURFRONT CENTRE SINGAPORE 099253,marketing@flamingo.com.sg,+6563776332,https://www.flamingo.com.sg,TA03029,General
FLEUR VOYAGE PTE. LTD.,50 BUKIT BATOK STREET 23 #07-01 MIDVIEW BUILDING SINGAPORE 659578,admin@fleurvoyage.net,+6591261427,,TA03989,General
FLIGHT RAJA TRAVELS SINGAPORE PTE. LTD.,10 KITCHENER LINK #10-17 CITY SQUARE RESIDENCES SINGAPORE 207225,sg.support@via.com,+6531255152,https://sg.via.com,TA02446,General
FLY ANYWHERE TRAVELS,82 WHAMPOA DRIVE #14-953 WHAMPOA SPRING SINGAPORE 320082,et@flyanywhere1.onmicrosoft.com,+6580648904,,TA03730,General
FLY HUB TRAVEL PTE. LTD.,100 TRAS STREET #17-02 100 AM SINGAPORE 079027,histours@gmail.com,+6563256139,,TA03369,General
FLYASIA TRAVEL PTE. LTD.,92B SYED ALWI ROAD #03-00 SINGAPORE 207668,flyasia@yahoo.com,+6562916280,,TA03064,General
FLYING EAGLE TRAVEL (S) PTE LTD,531 UPPER CROSS STREET #02-03 HONG LIM COMPLEX SINGAPORE 050531,info@flyingeagle.com.sg,+6565333633,https://flyingeagletravel.com,TA00905,General
FLYING PENGUIN EXPEDITIONS PTE. LTD.,119 SIMEI STREET 1 #07-514 SINGAPORE 520119,team@flyingpenguinexpeditions.com,+6589109174,,TA03954,General
FLYNEW TOURS AND TRAVEL PTE. LTD.,316C ANCHORVALE LINK #05-209 SINGAPORE 543316,flynewtours@gmail.com,+6582335292,,TA03169,General
FOCUS ADVENTURE PTE. LTD.,"1  LARKHILL ROAD #01-46 AMARA SANTUARY RESORT, SENTOSA SINGAPORE 099394",info@focusadventure.com,+6562786560,,TA02973,General
FOLLOW ME JAPAN PTE. LTD.,6 EU TONG SEN STREET #07-06 THE CENTRAL SINGAPORE 059817,enquiry@followmejapan.com.sg,+6565073900,https://www.followmejapan.com.sg,TA01631,General
FORTUNE TOURS & TRAVELS PTE. LTD.,225 PASIR RIS STREET 21 #05-60 SINGAPORE 510225,sales@fortunetours.sg,+6596900693,,TA02893,General
FRONTIER TOURS PTE. LTD.,5 JALAN KILANG BARAT #07-01 PETRO CENTRE SINGAPORE 159349,booking@leisurefrontier.com.sg,+6563520028,,TA03099,General
ERA TOURS PTE. LTD.,35 YUNNAN WALK 1 SINGAPORE 638166,eratourspl@gmail.com,+6566391528,,TA01457,General
ERGO: TRAVEL PTE. LTD.,110 MIDDLE ROAD #03-02A   SINGAPORE 188968,info@ergo-travel.com,+6531571335,https://www.ergo-travel.com,TA01819,General
EU ASIA HOLIDAYS PTE. LTD.,1 RAFFLES BOULEVARD LEVEL 2 CRESCENT 2   SINGAPORE 039593,contact@euasia.com.sg,+6569588888,,TA02463,General
EU HOLIDAYS PTE. LTD.,1 RAFFLES BOULEVARD #02-LEVEL 2 CRESCENT 2   SINGAPORE 039593,sales@euholidays.com.sg,+6569588888,https://www.euholidays.com.sg,TA02047,General
EU MICE PTE. LTD.,1 RAFFLES BOULEVARD #02-02   SINGAPORE 039593,mimilow@euholidays.com.sg,+6569588883,,TA02493,General
EUROTOURS AND TRAVEL PTE LTD,190 CLEMENCEAU AVENUE #05-04 SINGAPORE SHOPPING CENTRE SINGAPORE 239924,corporate@eurotours-sg.com,+6563392222,,TA00218,General
EURYDICE TRAVEL PTE. LTD.,16 Zion Road SINGAPORE 247733,godiving@orpheusdive.com,+6568873631,https://WWW.ORPHEUSDIVE.COM,TA03671,General
EVELINA CONTI TRAVEL DESIGN PTE. LTD.,78 HOLLAND ROAD #03-01 DUET SINGAPORE 258873,evelina@ectraveldesign.com,+6584298409,,TA03903,General
EVERSHINE TRAVEL & SERVICES PTE. LTD.,390 VICTORIA STREET #02-53A GOLDEN LANDMARK SHOPPING CENTRE SINGAPORE 188061,evershinetravel@gmail.com,+6581337409,https://evershinetravels.com,TA02416,General
EVERYDAY HOLIDAYS PTE. LTD.,20 CHAI CHEE ROAD #05-412 PING-AN GARDENS SINGAPORE 461020,sales@everydayholidaypl.com,+6594517222,,TA02846,General
EXECUTIVE TRAVEL SERVICES PTE. LTD.,17 FERNVALE CLOSE #07-29 RIVERBANK @ FERNVALE SINGAPORE 797478,executive1@singnet.com.sg,+6563372829,,TA01585,General
EXO TRAVEL (SINGAPORE) CO. PTE. LTD.,3 PICKERING STREET #02-06 NANKIN ROW SINGAPORE 048660,singaporeoperations@exotravel.com,+6564380246,https://www.exotravel.com/,TA03005,General
EXPEDIA SERVICES SINGAPORE PTE. LTD.,38 BEACH ROAD #09-13 SOUTH BEACH TOWER SINGAPORE 189767,bexasia@expedia.com,+6569897200,,TA03984,General
EXPERIENCE NEW ASIA,20 UPPER SERANGOON VIEW #14-17 RIO VISTA SINGAPORE 534203,betty.chee@expnewasia.com,+6583389007,,TA02435,General
EXPERIENCE TOURS SERVICES (S) PTE LTD,52 CHIN SWEE ROAD #03-59 SINGAPORE 160052,enquiries@experiencetours.com.sg,+6562271665,https://www.experiencetours.com.sg,TA00896,General
OOTO & CO PTE. LTD.,2 KALLANG AVENUE #06-31/32 CT HUB SINGAPORE 339407,sales@ootoco.com,+6563180521,,TA03788,General
ORACLESCUBA & COMPASS QUEST PTE. LTD.,21 WOODLANDS CLOSE #06-31 PRIMZ BIZHUB SINGAPORE 737854,oraclescubasg@gmail.com,+6580282558,,TA03832,General
ORANGE TRAVEL PTE. LTD.,86 MARINE PARADE CENTRAL #02-101 MARINE PARADE PROMENADE SINGAPORE 440086,rozie@orange.com.sg,+6593233363,,TA01637,General
ORIENTAL TRAVEL AND TOURS PTE. LTD.,50 LOR 28 GEYLANG #06-07 LA BRISA SINGAPORE 398453,sales@orientaltours.com.sg,+6582626266,https://orientaltours.com.sg,TA03599,General
ORN NEXUS HOLDINGS PTE. LTD.,10 ANSON ROAD #05-00 INTERNATIONAL PLAZA SINGAPORE 079903,legal.ops@nexusdmc.com%20,+6597751683,,TA03862,General
OTTER TOURS,132 JALAN BUKIT MERAH #01-1328 SINGAPORE 160132,samuelng@ottertours.com.sg,+6562744412,https://www.ottertours.com.sg,TA03341,General
OUR MOUNTAIN DIARIES PTE. LTD.,232 HOUGANG AVENUE 1 #10-238 HDB-HOUGANG SINGAPORE 530232,ourmountaindiaries@gmail.com,+6592236253,,TA03598,General
OVERSET EXPLORATIONS PTE. LTD.,180C RIVERVALE CRESCENT #18-369 RIVERVALE ARC SINGAPORE 543180,leky@overset.io,+6596569687,,TA03961,General
OYSTERS & PEARLS PTE. LTD.,238 ORCHARD BOULEVARD #51-07 THE ORCHARD RESIDENCES SINGAPORE 237973,info@oystersandpearls.com.sg,+6592352265,https://oystersandpearls.com.sg,TA03118,General
PAC-WEST TRAVEL (S) PTE LTD,5 PASIR RIS RISE #08-10 SEA HORIZON SINGAPORE 518082,info@pacwest.com.sg,+6588371033,https://www.pacwest.com.sg,TA00743,General
PACIFIC ARENA PTE. LTD.,101 THOMSON ROAD #25-05 UNITED SQUARE SINGAPORE 307591,mgt@pacificarena.travel,+6563172800,https://www.pacificarena.travel,TA00249,General
PALM MARINE TRAVEL PTE. LTD.,15 QUEEN STREET #03-09 TAN CHONG TOWER SINGAPORE 188537,accounts@palmmarinetravel.com.sg,+6562521788,,TA02985,General
PALM TRAVEL PTE LTD,15 QUEEN STREET #03-09 TAN CHONG TOWER SINGAPORE 188537,account2@palmtravel.com.sg,+6562521788,https://www.palmtravel.com.sg,TA00641,General
PAN YOMA TRAVEL PTE. LTD.,111 NORTH BRIDGE ROAD #03-62 PENINSULA PLAZA SINGAPORE 179098,enquiry.panyomatravel@gmail.com,+6563374336,,TA01640,General
PANDA TRAVEL AGENCY PRIVATE LIMITED,1 COLEMAN STREET #09-04A THE ADELPHI SINGAPORE 179803,sin@pandabus.com,+6563371616,https://www.pandabus.com,TA00415,General
PARADISE TOURS PTE. LTD.,130 SERANGOON ROAD #02-03 SINGAPORE 218035,siraj@paradisetours.com.sg,+6590936122,https://www.paradisetours.com.sg,TA02623,General
PASSION TOURS PTE. LTD.,91  YISHUN AVE 1 #06-18 THE ESTUARY SINGAPORE 769135,wendywang@passiontours.com.sg,+6565357735,,TA02045,General
PASSPORT PANIC,205 JALAN LOYANG BESAR #05-13 BLUWATERS 2 SINGAPORE 509456,founder@passport-panic.com,+6589894763,,TA04002,General
